0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.2091591,0.6043352,-2.926729e-07,0.26725554,0.6030307,-0.009472744,0.3164886,0.56268173,-0.008140043,0.33667558,0.504905,-0.008476849,0.33961895,0.46114844,-0.007692604,0.3014817,0.5006389,0.0048695505,0.3196621,0.45440018,-0.015491595,0.30426314,0.4908434,-0.027215151,0.28829396,0.52795815,-0.029952582,0.27196556,0.48780122,0.0038035095,0.28554016,0.44468424,-0.021138703,0.268629,0.4963414,-0.029670382,0.25643137,0.5381978,-0.027764473,0.24126409,0.4810691,-0.0005978409,0.25267172,0.44563776,-0.026403505,0.24062756,0.500198,-0.023479918,0.23138824,0.5403756,-0.012786789,0.2067626,0.47746333,-0.00539452,0.21950117,0.4464984,-0.021706376,0.21780682,0.4851587,-0.0162809,0.21445155,0.51541305,-0.0065764347,A
0.21102594,0.60582656,-2.7764435e-07,0.26831302,0.60193026,-0.011085475,0.31779283,0.5631793,-0.010393649,0.33821929,0.5060756,-0.011349533,0.33851177,0.4611888,-0.011319233,0.30249074,0.5005051,0.0062090014,0.3187195,0.45694855,-0.014703855,0.30358616,0.4913421,-0.027434684,0.28966793,0.5283955,-0.03061709,0.27284622,0.4875442,0.0057048583,0.2855191,0.44412306,-0.019256582,0.2696288,0.4937167,-0.028514085,0.2585505,0.5375526,-0.026948702,0.24226822,0.48020557,0.0014406606,0.25206736,0.44431573,-0.025177082,0.24148095,0.4988969,-0.024383144,0.23395953,0.54306555,-0.014715914,0.20801805,0.47609296,-0.0033616982,0.220587,0.4445027,-0.020175213,0.2196436,0.48042524,-0.016394515,0.21711949,0.51258516,-0.007727695,A
0.20681247,0.60273814,-2.8307522e-07,0.26402178,0.6000382,-0.011305599,0.3138271,0.5626295,-0.010535417,0.33481053,0.5065024,-0.011331325,0.3367198,0.4612436,-0.01118042,0.3007793,0.5009127,0.0062473556,0.3160822,0.45697594,-0.014443863,0.3007666,0.4882581,-0.026746951,0.28719163,0.52346754,-0.029753624,0.27121976,0.48699203,0.0059146616,0.2833007,0.4447383,-0.02002403,0.26646778,0.49409872,-0.029587816,0.25569847,0.5374096,-0.027838284,0.24096282,0.4786306,0.0018407353,0.24939544,0.444909,-0.025749486,0.23771656,0.4994384,-0.02501911,0.2306243,0.5427011,-0.014981452,0.20746112,0.47361842,-0.002713785,0.21803924,0.44336686,-0.02047065,0.21525449,0.4803181,-0.016921397,0.2129396,0.5119734,-0.008098814,A
0.20871295,0.60659105,-2.7606075e-07,0.26581323,0.6021463,-0.011591302,0.3157629,0.5629005,-0.0116146095,0.33533853,0.50539875,-0.013094185,0.33641204,0.4587455,-0.013466601,0.30036822,0.5015916,0.0045229904,0.3161272,0.45622498,-0.017122533,0.3015464,0.49124226,-0.029652191,0.28794193,0.5275384,-0.0325836,0.2703435,0.48865753,0.0038547362,0.28259662,0.44336978,-0.021558817,0.26775408,0.49441254,-0.030243324,0.25782523,0.53703123,-0.028252242,0.23955816,0.48104566,-0.0005801511,0.25038648,0.44300807,-0.0280531,0.23883349,0.50004935,-0.025593579,0.2310777,0.54258555,-0.014642608,0.2052606,0.47664312,-0.005568154,0.21902038,0.44378874,-0.022909282,0.21631372,0.4822607,-0.017730385,0.21253201,0.51343715,-0.00795384,A
0.20777085,0.60587364,-2.7906873e-07,0.2654531,0.60266066,-0.009936367,0.31547794,0.56324923,-0.008496969,0.33626333,0.5061046,-0.009125276,0.3375385,0.46119338,-0.00891576,0.30115938,0.50103676,0.008837804,0.3174378,0.4571706,-0.012117114,0.3025887,0.4897887,-0.025110228,0.28803504,0.5263625,-0.028480468,0.27134633,0.4879567,0.0077657863,0.2839004,0.4463342,-0.017876739,0.26741767,0.49590465,-0.027328528,0.25497338,0.5398363,-0.02553502,0.24063295,0.47991005,0.0027882857,0.25137252,0.44379622,-0.024784258,0.23952657,0.49911892,-0.023832712,0.23059966,0.5433243,-0.013664947,0.20610665,0.47494903,-0.002664732,0.21937093,0.4455712,-0.020685172,0.2169687,0.48351163,-0.017177286,0.21344866,0.51532173,-0.00834855,A
0.2039917,0.6048468,-2.7925225e-07,0.2612556,0.6032914,-0.01193484,0.3124383,0.56369495,-0.01150019,0.3339317,0.50599545,-0.012437053,0.33611584,0.45980167,-0.012299083,0.29643908,0.50142163,0.0055149323,0.3136468,0.45767534,-0.015563243,0.2971961,0.49267054,-0.028648762,0.28153324,0.5298834,-0.032214575,0.2671738,0.48809537,0.0052307863,0.28137064,0.44389334,-0.020157347,0.26484695,0.4927677,-0.029893128,0.25207025,0.5363644,-0.028593864,0.23713225,0.47972134,0.0010909052,0.2480304,0.44377568,-0.025678784,0.23650494,0.4980815,-0.02492281,0.22772315,0.5412647,-0.015337459,0.20391363,0.47384816,-0.0037036336,0.21692805,0.44452748,-0.02094347,0.21383302,0.48173225,-0.017303538,0.20955609,0.51313716,-0.008804917,A
0.20259926,0.606155,-2.988817e-07,0.2609521,0.60553753,-0.0108131785,0.3116821,0.5651177,-0.009307931,0.3337541,0.5080627,-0.0091642095,0.33423242,0.46320418,-0.007703924,0.29842538,0.5057558,0.0064688274,0.31364566,0.4619358,-0.014517987,0.29591024,0.49549696,-0.026757337,0.28206858,0.53090066,-0.029954446,0.2687512,0.4918049,0.005908049,0.28006676,0.44688386,-0.019992245,0.26321122,0.4958042,-0.028702063,0.25351328,0.5375646,-0.026514249,0.23816046,0.48323148,0.0015332995,0.24547634,0.44789246,-0.025922645,0.23370671,0.50317913,-0.02388857,0.2280404,0.5439547,-0.013302065,0.20462233,0.47779182,-0.0033569091,0.21420428,0.45049095,-0.020620476,0.20997128,0.48919597,-0.016369844,0.20798188,0.5185926,-0.007446345,A
0.20357175,0.61116326,-3.035026e-07,0.26070234,0.6109372,-0.0111375945,0.31186688,0.56910473,-0.009727698,0.333787,0.51106405,-0.009844616,0.3347663,0.4662481,-0.008991437,0.29798728,0.50745165,0.0055668573,0.31361958,0.46327603,-0.015472224,0.29697955,0.49577317,-0.027925486,0.28197756,0.5324811,-0.031024156,0.26754025,0.4942348,0.0048575415,0.28020278,0.450263,-0.021021409,0.26220343,0.5003918,-0.029816408,0.24971342,0.5447855,-0.027497657,0.2364699,0.48648044,0.00027389827,0.24531876,0.45126802,-0.026968744,0.23368475,0.5062459,-0.025634427,0.22609286,0.5496012,-0.015424164,0.20216414,0.4814916,-0.0048943325,0.21408513,0.44996846,-0.021427182,0.21194631,0.4851822,-0.017135957,0.20959277,0.51524687,-0.008307316,A
0.20087399,0.60991204,-2.8472184e-07,0.25840086,0.6044143,-0.011793602,0.30867842,0.56781137,-0.011976366,0.33019,0.5107022,-0.013486711,0.33300388,0.46469787,-0.013588008,0.29635528,0.5048704,0.004508534,0.3114461,0.46026024,-0.01670343,0.29474247,0.49737823,-0.02905382,0.28138,0.53329587,-0.0321496,0.2664272,0.49120772,0.0041819178,0.27876395,0.44759798,-0.021405635,0.26215503,0.4990178,-0.030342301,0.25189745,0.54072905,-0.028485563,0.23568133,0.48373148,0.00019457402,0.2446426,0.4477085,-0.026350986,0.23355025,0.5032326,-0.023979291,0.22660589,0.5449167,-0.013317694,0.20138487,0.47995812,-0.0044146464,0.21253914,0.44944578,-0.021160858,0.21082263,0.4871408,-0.016262094,0.20820622,0.51768935,-0.0066111386,A
0.20212081,0.61127466,-2.709111e-07,0.2600503,0.60672134,-0.011414611,0.3101235,0.5680429,-0.011165935,0.33187744,0.5112442,-0.012526843,0.33226663,0.46445847,-0.012945577,0.29533908,0.50580865,0.0065176617,0.31131876,0.46272314,-0.014768115,0.2955752,0.49698,-0.027949797,0.28091386,0.5342434,-0.031531893,0.26568696,0.4920138,0.0060521937,0.27808517,0.44957143,-0.01939437,0.26109135,0.49975127,-0.028859746,0.24942458,0.54380107,-0.027258012,0.23496476,0.48412174,0.0017120951,0.24425535,0.44946998,-0.02479921,0.23243755,0.503331,-0.023409069,0.22443196,0.5458433,-0.01332299,0.2003364,0.47963533,-0.0032677355,0.21149121,0.4507358,-0.019709446,0.20933315,0.48730135,-0.015466747,0.20649797,0.5179016,-0.0064489385,A
0.20057592,0.6097401,-2.8926632e-07,0.25726017,0.605921,-0.012824225,0.30938593,0.5670365,-0.013053578,0.33044174,0.5107611,-0.014520562,0.33155674,0.4641528,-0.014604582,0.2965914,0.5031352,0.005338968,0.31143287,0.45984378,-0.017544253,0.29487276,0.4945767,-0.03088635,0.28084442,0.53031117,-0.034095205,0.2665886,0.48954016,0.005109525,0.2783259,0.448649,-0.021615852,0.26139948,0.49969578,-0.030521622,0.2508,0.5406752,-0.027975574,0.23578012,0.48145434,0.00068264495,0.24446556,0.447391,-0.0278836,0.23218462,0.5039829,-0.02572687,0.2252631,0.5446676,-0.014430271,0.20154333,0.47697833,-0.0044071698,0.21367684,0.44772807,-0.02230355,0.20958422,0.4869888,-0.017281743,0.20619237,0.51694965,-0.0071511357,A
0.2012366,0.60929424,-3.0248944e-07,0.25656956,0.6071159,-0.0109454645,0.30884323,0.5680068,-0.01016736,0.33077106,0.51026803,-0.010834943,0.3325802,0.4646917,-0.010326274,0.29483792,0.50420195,0.0048859455,0.31172585,0.4592616,-0.016368631,0.2952368,0.49508858,-0.028415632,0.28126803,0.5309216,-0.031149907,0.2653291,0.49105826,0.004012813,0.27853832,0.44678384,-0.021725284,0.26175353,0.49730265,-0.030276384,0.25046352,0.53949296,-0.027926248,0.23473588,0.48331288,-0.00057971256,0.24418382,0.44741294,-0.02834848,0.23264314,0.5044666,-0.026493276,0.22530909,0.5474757,-0.015765171,0.20067793,0.47826403,-0.0056144707,0.21272157,0.44766867,-0.023183873,0.21031642,0.48693237,-0.018653529,0.20733806,0.5186601,-0.009237099,A
0.2011418,0.6075918,-2.7399267e-07,0.25829476,0.6043785,-0.01121996,0.30864742,0.56468666,-0.010903451,0.3287942,0.5072159,-0.012233717,0.33031756,0.46131548,-0.0125947315,0.2938142,0.5028505,0.0053076977,0.3108079,0.45786572,-0.016690282,0.2961436,0.49236014,-0.03019909,0.28063256,0.53047055,-0.033578776,0.2638197,0.4896467,0.004608536,0.27736282,0.4471866,-0.02089271,0.2606922,0.49714565,-0.030171208,0.24794993,0.54084253,-0.028454432,0.23280701,0.4823712,6.0542035e-05,0.2435467,0.44596314,-0.026470542,0.23212181,0.5006987,-0.02518514,0.22381997,0.54434556,-0.015206129,0.19812302,0.47855464,-0.0051133973,0.21082112,0.44774652,-0.02182545,0.2105298,0.4835556,-0.01783293,0.20868665,0.5146814,-0.008988157,A
0.20043612,0.60858506,-2.7651186e-07,0.257813,0.6040353,-0.012264898,0.3095168,0.564348,-0.012319349,0.33005065,0.5072155,-0.013509056,0.3305186,0.46096984,-0.013639773,0.29391974,0.50292045,0.003286671,0.30985913,0.46011403,-0.018418908,0.29406124,0.4939865,-0.031226283,0.27930745,0.5301606,-0.03449717,0.26380375,0.4894837,0.0029463214,0.27604485,0.44601744,-0.023106398,0.25988635,0.49624372,-0.03197326,0.24847318,0.5403133,-0.029915443,0.2331061,0.4818263,-0.0011924715,0.24275558,0.4463546,-0.028805181,0.23153642,0.50152946,-0.027269298,0.22393921,0.5443358,-0.01695458,0.1989463,0.47754386,-0.005947824,0.21175602,0.4488458,-0.023647768,0.20868644,0.4869846,-0.019553281,0.20517528,0.51786155,-0.0105743315,A
0.1983898,0.60714746,-2.7453143e-07,0.2576912,0.6033251,-0.010967786,0.30774486,0.56422925,-0.009928155,0.32780856,0.5064597,-0.010554295,0.33073395,0.4601428,-0.01013079,0.2914334,0.5030857,0.0074327574,0.30811578,0.45772234,-0.013386784,0.2933046,0.49264142,-0.026246795,0.27926296,0.5290386,-0.029610747,0.26197878,0.48994774,0.0068462086,0.27584854,0.44603023,-0.017924678,0.2603166,0.49469826,-0.027446033,0.24888888,0.53662276,-0.026089007,0.23150882,0.48163825,0.0023364043,0.24132037,0.44520676,-0.023916531,0.23074305,0.49981168,-0.022946857,0.2235573,0.5424219,-0.013265142,0.19755179,0.47633475,-0.0027910597,0.20883682,0.4458035,-0.01930925,0.20611043,0.4822392,-0.015384231,0.20250535,0.5128285,-0.0067109196,A
0.19773383,0.6065919,-2.6486313e-07,0.25489864,0.6018688,-0.011742965,0.30633318,0.56402993,-0.012011068,0.3280598,0.5061355,-0.01383452,0.32806695,0.45895913,-0.015045872,0.29161125,0.5004021,0.005316215,0.30674627,0.45578444,-0.016006572,0.2920706,0.4884027,-0.029684978,0.27797487,0.52576596,-0.03368093,0.26164746,0.48710507,0.004760641,0.2739758,0.44315028,-0.02087163,0.25798547,0.49300197,-0.03091988,0.24660933,0.53856736,-0.029729368,0.23072158,0.47987598,0.00046828407,0.24034685,0.4440843,-0.026942791,0.22944619,0.49924228,-0.026317496,0.22176166,0.54387724,-0.016549816,0.19580796,0.47595164,-0.0043745753,0.20847528,0.44578594,-0.022470552,0.20694503,0.48452035,-0.018795146,0.2044444,0.51802194,-0.00987137,A
0.19669707,0.6065806,-2.861399e-07,0.25536132,0.6043095,-0.010133281,0.30608556,0.56480753,-0.008107299,0.32649755,0.5072676,-0.00809266,0.32851446,0.46278727,-0.006987318,0.29179567,0.50195426,0.009726332,0.30871013,0.4563311,-0.010908977,0.29326108,0.48877603,-0.02346193,0.27876332,0.5250494,-0.026607022,0.26175624,0.48866186,0.008798023,0.2741224,0.44435102,-0.016832499,0.25694266,0.49348822,-0.02658354,0.24488813,0.5372492,-0.024822619,0.23106533,0.48044527,0.003872718,0.24019557,0.44377065,-0.023766246,0.22762148,0.49889785,-0.023188662,0.21955948,0.54287565,-0.013163145,0.1968598,0.4754707,-0.0015241918,0.20748799,0.44571412,-0.019075884,0.20425633,0.48247498,-0.015596491,0.20160936,0.51351666,-0.0068711704,A
0.19649388,0.60499364,-2.9223438e-07,0.2549607,0.6001775,-0.010242576,0.30483013,0.5614314,-0.009524601,0.3261585,0.5028134,-0.01071255,0.32624513,0.45578235,-0.011317078,0.29125088,0.50173146,0.006696323,0.3051545,0.45665607,-0.0147426445,0.29001033,0.48881513,-0.028152777,0.27597907,0.52616215,-0.03204856,0.2609988,0.48804554,0.0054757386,0.27177355,0.44506076,-0.020806052,0.25429398,0.49526268,-0.030428618,0.24269886,0.5394162,-0.028938286,0.23021184,0.48037913,0.00052294275,0.23814063,0.44469798,-0.026920678,0.2257143,0.498657,-0.025074396,0.21798375,0.54087216,-0.014621987,0.19572748,0.47574747,-0.0049686567,0.20562437,0.4440025,-0.022513151,0.20275778,0.48135325,-0.017971158,0.20032951,0.51261955,-0.00859262,A
0.19248194,0.60818404,-3.0037017e-07,0.25225914,0.603992,-0.009157074,0.3024098,0.5634407,-0.007793936,0.3248868,0.504893,-0.008748656,0.32537127,0.45775935,-0.0088501815,0.2894021,0.5027333,0.009450317,0.30427992,0.45553085,-0.012225418,0.28883606,0.48969632,-0.025689065,0.27442518,0.5281312,-0.029317155,0.25880462,0.4887487,0.0077944067,0.2699931,0.44358227,-0.018252665,0.25323835,0.49472567,-0.027970169,0.24133976,0.5383032,-0.02640219,0.22745585,0.4804085,0.0022528276,0.23595725,0.4427818,-0.025373207,0.22423296,0.49875453,-0.023757767,0.21621925,0.54119563,-0.013185792,0.19270843,0.47524306,-0.0037094285,0.20362899,0.44297096,-0.021066796,0.20093974,0.48128596,-0.016555022,0.19796355,0.5124221,-0.0071007083,A
0.19323178,0.6075456,-2.9532177e-07,0.25194862,0.6040835,-0.009914099,0.301911,0.5650534,-0.007988867,0.3242157,0.5082226,-0.008390694,0.32497418,0.46250626,-0.007843687,0.2884143,0.5058083,0.011276807,0.30427706,0.45861992,-0.010299736,0.28803313,0.48931843,-0.023831422,0.27342603,0.5264645,-0.027391357,0.25853476,0.4921501,0.010048571,0.2706186,0.44755888,-0.017061653,0.25214797,0.49571475,-0.027599888,0.23969625,0.53962433,-0.025964966,0.22784981,0.48339733,0.0046691485,0.23657954,0.44578448,-0.024116445,0.22335382,0.5007074,-0.02373358,0.21547374,0.5447702,-0.013398144,0.1936334,0.47735575,-0.0012132216,0.20398627,0.44609603,-0.019512806,0.20080665,0.48284483,-0.016126662,0.198806,0.51445323,-0.007189911,A
0.18965223,0.6085779,-2.9965136e-07,0.24900503,0.6031448,-0.008156346,0.29798153,0.5647133,-0.00570619,0.31887585,0.5082415,-0.0058040405,0.32053062,0.46367487,-0.005224688,0.2863422,0.5057885,0.011825702,0.3003861,0.46191418,-0.008064772,0.28395554,0.49285233,-0.021058112,0.26881725,0.53042555,-0.024642546,0.25598347,0.4915301,0.010222494,0.2664455,0.4504203,-0.014419693,0.24826644,0.49832812,-0.024406897,0.23583624,0.5423496,-0.023345541,0.22514816,0.483173,0.0048718345,0.2334427,0.44804892,-0.020993562,0.22007643,0.49989972,-0.020114476,0.21128437,0.5427226,-0.010543149,0.19091389,0.478077,-0.0009184497,0.20184627,0.4453893,-0.017367013,0.19694951,0.48026937,-0.013268495,0.19248065,0.5116002,-0.0043192855,A
0.18454176,0.6061204,-2.762177e-07,0.24015641,0.60347575,-0.011098169,0.29200932,0.56478274,-0.010601536,0.31508845,0.5086023,-0.011735412,0.31672314,0.46238732,-0.011941237,0.27904913,0.50209725,0.006348637,0.29340822,0.4575699,-0.014997045,0.27899146,0.48968574,-0.028055806,0.26586464,0.526089,-0.03175986,0.24868207,0.48933247,0.0054147653,0.26046926,0.4469154,-0.020701785,0.2442093,0.49785137,-0.029975398,0.23229158,0.5407678,-0.028331025,0.21772788,0.48189557,0.0005924056,0.226898,0.44481778,-0.027534328,0.2156827,0.50092554,-0.025718808,0.20757724,0.54327345,-0.01522217,0.18345012,0.47727597,-0.00476248,0.1952563,0.4455515,-0.023185942,0.1924907,0.4842061,-0.018991442,0.18907677,0.51511514,-0.009846944,A
0.18394399,0.609156,-2.9840675e-07,0.24207684,0.6025759,-0.009542392,0.29255068,0.5643633,-0.008989858,0.31423372,0.50774986,-0.010404188,0.31468093,0.46186143,-0.010890088,0.2805384,0.50371057,0.0063459463,0.29396603,0.45753947,-0.015473844,0.27864125,0.49142447,-0.02853711,0.2654415,0.5285892,-0.03197036,0.2503905,0.49020505,0.004614347,0.25995436,0.44585332,-0.02173607,0.2435027,0.49708566,-0.0307964,0.23295307,0.54038346,-0.028872853,0.21950161,0.48279282,-0.00074730965,0.2265485,0.4459854,-0.028139237,0.21511811,0.50177073,-0.02571527,0.20824876,0.54385245,-0.014846481,0.18507364,0.4791628,-0.0065926956,0.19534677,0.44617543,-0.023812227,0.19279085,0.4850588,-0.018762555,0.19028986,0.516831,-0.008979997,A
0.18521054,0.6056899,-2.8914815e-07,0.24341542,0.6022982,-0.010158134,0.29388633,0.5621689,-0.009406468,0.31523892,0.5059646,-0.010409348,0.3159985,0.4609822,-0.01038851,0.28158867,0.50337887,0.0048384275,0.2949508,0.4571102,-0.017218534,0.27916327,0.49061605,-0.030278385,0.26570702,0.5276652,-0.033631105,0.25069577,0.48984253,0.0033349716,0.26064336,0.44374013,-0.023027178,0.24499096,0.49333766,-0.032041576,0.23461367,0.5371564,-0.030034583,0.21937037,0.48184684,-0.0018581733,0.22635828,0.44429693,-0.02957834,0.21594064,0.4998697,-0.027662655,0.20987357,0.5431378,-0.017079381,0.1853236,0.47726497,-0.007554639,0.19650699,0.4448483,-0.025073042,0.19334549,0.48306343,-0.020392954,0.19055226,0.51503205,-0.010944654,A
